title,story_points
als gebruiker wil ik bij het maken van een melding achterlaten wie ik ben zodat vcn contact met mij kan opnemen de melding,30
als gebruiker wil ik kunnen zoeken door mijn producten bij het maken van een melding zodat ik sneller een klacht kan aangeven voor een product,20
als gebruiker wil ik het detailscherm van mijn melding mijn pakbondetails terug zien zodat ik weet waar mijn melding gaat,20
als gebruiker wil ik bij het maken van een melding kunnen selecteren voor welke ontvangerdebiteuren ik mijn melding wil maken zodat sneller de juiste pakbon kan selecteren,20
als gebruiker wil ik een detailscherm zien van een melding zodat ik meer informatie kan inzien deze melding,30
als gebruiker wil ik een overzicht van alle meldingen kunnen zien van mijn ontvangersdebiteuren zodat ik geen dubbele meldingen maak,30
backend producten aanpassen van benaming mappen structuur product afbeeldingen,20
backend producten afbeeldingen opnemen de bestaande sitemap xml,20
backend producten toevoegen van metatitle en meta description aan de afbeeldingen,20
backend toevoegen https aan vanleeuwencom,20
backend producten toevoegen van meta title en meta description per taal aan de productgroepen,20
sysops toevoegen https aan vanleeuwencom,60
frontend zijbalk widget met lijst van jaren,10
frontend zijbalk widget met contactgegevens,10
frontend template jaarverslag hoofdstuk vervolg pagina,10
frontend template jaarverslag hoofdstuk pagina,20
frontend template jaarverslag startpagina,20
frontend website nalopen en tegels volledig aanklikbaar maken,10
koppeling met productapi omzetten naar https,10
als zorgboodschap wil ik weten mensen gebruik maken van de promoties zodat wij onze promoties kunnen verbeteren,80
als zorgboodschap wil ik weten mensen gebruik maken van de herhalende orders zodat wij onze feature kunnen valideren,80
als zorgboodschap wil ik weten mensen gerelateerde producten bestellen zodat wij kunnen valideren goede gerelateerde producten aanbieden,80
als gebruiker wil ik direct contact opnemen met zorgboodschap via een chat zodat mijn vragen snel beantwoord kunnen worden,30
als gebruiker wil ik gerelateerde producten zien zodat ik gemakkelijk mijn bestelling compleet kan maken,50
als gebruiker wil ik op de detailpagina van een artikel het alternatief zien zodat ik weet welke alternatieve er zijn,50
als developer wil ik verifieeren een besparend artikel geldig zodat alleen besparende artikelen worden getoond die beschikbaar en daadwerkelijk goedkoper zijn,50
als gebruiker wil ik vanaf een order detailpagina alle producten vervangen waarvoor een besparend product zodat ik gemakkelijk goedkoper uit ben,50
als gebruiker wil ik op de detailpagina van een artikel het besparend alternatief zien zodat ik goedkopere keuzes kan maken,50
als developer wil ik beschikbaarheid en prijzen beschikbaar maken voor interne applicaties zodat deze informatie beschikbaar binnen de infrastructuur,50
als developer wil ik orders kunnen ophalen vanuit de order service zodat alle applicaties date orders kunnen tonen,30
als developer wil ik orders kunnen aanmaken en wijzigen de order service zodat alle orders van alle applicaties door 1 service worden verwerkt,50
als developer wil ik een service opzetten voor orders zodat alle orders van alle applicaties door 1 service worden verwerkt,30
als developer wil ik het artikel vervang event afvangen en de betreffende snelbestellijsten updaten zodat gebruikers het vervangend product de snelbestellijst krijgen te zien,80
als developer wil ik vanuit de pim connector een vervang event versturen als een vervanging krijgen vanuit de pim zodat de snelbestellijsten kunnen updaten met het vervangend artikel,30
als developer wil ik vervangende artikelen en assortimentscodes uit de pim ontvangen zodat ik weet wanneer een artikel permanent moet worden vervangen,30
als gebruiker wil ik kunnen filteren op verschillende filtergroepen zodat ik gerichter kan filteren,20
als gebruiker wil ik op alle platformen hetzelfde filtergedrag hebben zodat ik consistent te werk kan gaan,50
als gebruiker wil ik het filter kunnen resetten zodat ik makkelijk opnieuw kan zoeken,10
als gebruiker wil ik kunnen zien hoeveel filters ik heb gekozen per filtergroep zodat ik gericht kan zoeken,20
als zorgboodschap wil ik opslag kunnen geven voor segmenten zodat er een hogere prijs wordt betaald voor geselecteerde segmenten en assortimenten,30
als een developer wil ik de pim product import wijzigen adhv de nieuwe specificatie van kega zodat zodra de nieuwe connector gebruik gaat correct de afbeeldingen doorkrijgen,50
als ontwikkelaar wil ik dat alle tasks van rabbitmq overgezet worden naar kafka zodat onderhoud aan het serverpark en code verminderd wordt,20
als developer wil ik gedeelde code voor het beheren van gebruikers keycloak zodat de verschillende systemen correcte gebruikers aanmaken en rollen koppelen,50
als gebruiker wil ik de campagne pagina kunnen beheren zodat de klanten doelgericht thema producten kunnen verkopen,50
als zorgboodschap willen wij dat de plaatjes op de homepage kloppen zodat gebruikers juist genformeerd worden,05
als zorgboodschap willen wij dat de plaatjes op de productpagina kloppen zodat gebruikers juist genformeerd worden,05
dataflow bij het openen van het platform verbeteren,30
als gebruiker wil ik dat mijn verwijderde budget uit mijn omgeving word verstuurd naar andere applicaties zodat die dit kunnen verwerken,20
als gebruiker wil ik dat mijn gewijzigde budget uit mijn omgeving word verstuurd naar andere applicaties zodat die dit kunnen verwerken,20
als gebruiker wil ik dat mijn aangemaakte budget uit mijn omgeving word verstuurd naar andere applicaties zodat die dit kunnen verwerken,20
als gebruiker wil ik meerdere dezelfde soort filters de filtergroep kunnen combineren zodat ik gerichter kan zoeken,50
als gebruiker wil ik wanneer ik een bestelling voor een leverdag via de snelbestellijst wijzig de melding die ik vervolgens krijgt alleen de datums zien waarvoor ik daadwerkelijk de order heb gewijzigd,50
als zorgboodschap wil ik dat de sortering van producten op prijzen gedaan wordt adhv prijslijnen ipv op basis prijzen zodat de klant zonder inconsistentie de prijzen kan sorteren,30
bestelling wijzigen knop toevoegen op bestellingspagina,50
als gebruiker wil ik de budgetten die ik mijn omgeving instel terugzien zorgboodschap zodat ik mijn budgetten kan inzien vanuit zorgboodschap,50
hartje van snelbestellijst niet meer rood op overzichtspaginas maar wel op de detail pagina van een product,10
snelbestellijst weekselector gaat naar volgende week adhv leverdagen,10
als je een bestelling verwijdert met een bestelartikel waarvan de offset expired dan word alles verwijderd behalve het bestelartikel,30
als de de offset van een product expired dan toont het product nog wel het getal hoeveel je er al bestelt,20
als developer wil ik dat als een event niet lukt dat deze opnieuw geprobeerd wordt zodat mislukte events niet verloren gaan,10
ontvangernummer toevoegen op alle plekken waar een ontvanger voorkomt,20
als ontwikkelaar wil ik dat nieuwe functionaliteit van de zbmx connector automatisch uitgerold wordt zodat dit geen develop tijd kost,30
homepage afbeeldingen moeten het goede formaat getoond worden,10
als zorgboodschap wil ik een campagne pagina template zodat ik producten op een aantrekkelijkere manier aan kan prijzen aan de gebruiker,50
als gebruiker wil ik meer dan 15 snelbestellijsten kunnen aanmaken zodat ik mijn boodschappen goed kan ordenen,05
breadcrumb bij filteren staat de foto moeilijk te vinden,05
productdetailpagina als je op categorieen klikt komt er een soort modal als je dan ergens naast klikt verdwijnt deze modal niet dat zou je wel verwachten,20
tekst dupliceren bij snelbestellijst veranderen naar kopiren,05
het onboardinghelp icoon valt niet genoeg op en moet duidelijker te vinden zijn,20
overschrijding budget bedrag moet worden uitgeschreven info menu bestelling,10
de hover navigatie het menu moet verbeterd worden,30
consumptiedag moet 1 woord zijn het maaltijden overzicht,05
het besteloverzicht eerst de lijst vorm tonen plaats van de kalender,10
wanneer een product een snelbestellijst zit moet het hartje altijd rood zijn,50
de modal voor het toevoegen van een product aan een snelbestellijst moet duidelijker,10
hover tekst snelbestellijst toevoegen aan het hartje icoon een productframe,05
de content blokken op de homepage moeten volledig klikbaar worden,10
onboarding modal moet ook op de overzichtspagina van snelbestellijsten getoond worden zodat de modal beter te vinden voor de gebruiker,10
onboarding hover tekst nu vraag om hulp dit moet worden aangepast naar help,05
als ontwikkelaar wil ik dat iq gebruik maakt van de zbmx connector zodat informatie van zbmx bijgewerkt wordt,30
als gebruiker wil ik het toegevoegde slk product het order overzicht zien zodat ik weet hoeveel ik moet betalen,20
als zorgboodschap wil ik prijzen van een bepaald artikel kunnen updaten zodat incorrecte prijzen bestellingen worden gecorrigeerd,80
als ontwikkelaar wil ik dat het zbmxconnector component een sentry integratie heeft zodat het weten als er errors plaats vinden,10
als ontwikkelaar wil ik dat de orders en order wijzigingen opgeslagen worden als zbmx niet bereikbaar zodat ze verstuurd kunnen worden zodra zbmx weer beschikbaar,30
als ontwikkelaar wil ik dat zbmx connector changes verwerkt en controleert zodat ze op de message queue kunnen worden gezet,30
als ontwikkelaar wil ik dat zbmx connector changes ophaalt zodat die verwerkt kunnen worden,30
als ontwikkelaar wil ik dat er geautomatiseerde tests zijn voor de product import zodat ik weet dat na een wijziging de codebase dat de import nog goed zal verlopen,30
als ontwikkelaar wil ik bericht ontvangen op het moment dat er iets foutgaat de search service zodat problemen sneller gedetecteerd kunnen worden,10
als ontwikkelaar wil ik een opzet voor een component dat informatie van zbmx verwerkt als een afzonderlijke service wordt opgezet zodat impact op andere services geen invloed hebben,20
prijsoverzicht snelbestellijst locken boven footer,30
spacing tussen categorieselect en image op product detail pagina,05
hoverstates uitzetten van categorien mobile,05
close knop voor search moeilijk te klikken,05
toggle icons voor kalender en lijst zijn omgedraaid bestellingen op mobile,05
handcursor bij pijltje veranderen leverdag,05
header bestellingen verspringt bij gebruik tabs,10
bij budget kan je alleen klikken op de balken de grafiek,05
titel selecteren ontvanger niet gelijk met label input,05
empty state wanneer er geen zoekresultaten zijn gevonden,10
chrome ik wil helemaal niet selecteren maar hij doet ettoch,05
nieuwe pagina vanuit menu openen bovenaan de pagina beginnen snelbestellijst,05
als gebruiker wil ik brandboosts kunnen verwijderen zodat oude brandboosts niet meer voorkomen het platform,30
als zorgboodschap willen wij dat het nieuwe logo doorgevoerd zodat het platform klopt aan de hand van nieuwe branding,05
als gebruiker wil ik brand boosts kunnen verwijderen zodat ik deze opnieuw kan instellen,30
als ontwikkelaar wil ik dat de component die informatie van pim verwerkt de image functionaliteit overneemt die nu de huidige component zit,10
als ontwikkelaar wil ik dat de component die informatie van pim verwerkt als een afzonderlijke service wordt opgezet zodat impact op andere services geen invloed hebben,10
als ontwikkelaar wil ik dat de component die informatie van pim verwerkt cicd toegevoegd word zodat ik gemakkelijk kan deployen,10
als ontwikkelaar wil ik dat de component die informatie van pim verwerkt de events logged middels sentry zodat ik kan bijhouden waar en wanneer events gebeuren,20
als zorgboodschap willen de interactie van de gebruiker zien zodat het gedrag van gebruikers kunnen zien,10
als zorgboodschap willen bijhouden hoe gebruikers de snelbestellijst afronden zodat de waarde van de snelbestellijst functie kunnen valideren,30
als zorgboodschap willen bijhouden hoeveel mensen een product bestellen nadat ze hem hebben gevonden via de search zodat de kwaliteit van onze search engine kunnen valideren,50
als zorgboodschap willen bijhouden en zien waar de gebruiker op zoekt zodat de gebruiker betere resultaten kunnen geven,05
als zorgboodschap willen events bijhouden op de website zodat kunnen zien waar de gebruiker op klikt,05
als zorgboodschap wil interne ip adressen filteren zodat relevante user data krijgen,10
als gebruiker wil ik uitleg krijgen de krat zodat ik weet hoe het werkt,20
als gebruiker wil ik uitleg krijgen bestellen van producten zodat ik weet hoe het werkt,20
als gebruiker wil ik uitleg krijgen de snelbestellijst zodat ik weet hoe het werkt,80
als zorgboodschap wil ik dat de leverancier offsets worden meegenomen zodat bestellers het juiste assortiment zien,80
als zorgboodschap wil ik een melding kunnen plaatsen het platform zodat gebruikers genformeerd worden belangrijke meldingen,50
als ontwikkelaar wil ik dat alle berichten die geproduceerd worden naar de message broker voldoet aan eenzelfde protocol zodat alle andere services dit op dezelfde manier kunnen verwerken,10
als ontwikkelaar wil ik dat alle inkomende verzoeken via een api gateway loopt en analytics op toegepast kan worden zodat aanpassingen aan de interne services geen effect heeft op externe applicaties en er inzicht word verkregen de bottlenecks,50
als privacy officer wil ik dat berichten niet langer dan nodig de message broker blijven staan zodat de impact bij inbreuk lager wordt,30
als ontwikkelaar wil ik dat nieuw gemaakte producten naar de message broker worden verzonden volgens het nieuwe format zodat andere services deze informatie kunnen verwerken,20
als ontwikkelaar wil ik dat de component die informatie van pim verwerkt de product functionaliteit overneemt die nu de huidige component zit,30
als ontwikkelaar wil ik dat de component die informatie van zbmx verwerkt als een afzonderlijke service wordt opgezet zodat impact op andere services geen invloed hebben,30
als ontwikkelaar wil ik dat nieuw gemaakte orders en gepdatete orders naar de message broker worden verzonden zodat andere services deze informatie kunnen verwerken,50
als vcn wil ik weten wat een alternatieve homepage voor mobile zodat de gebruiker een beter overzicht krijgt van nieuws en aanbiedingen,20
als developer wil ik de flow van een bestelling maken testen zodat zonder zorgen kunnen deployen,30
als zorgboodschap wil ik dat eenmalige leverdagen getoond worden de webshop zodat de planning van leveringen kunnen benvloeden,80
productcontrols debounce toevoegen op de bestellingspagina,10
als zorgboodschap willen wij gebruikers prijzen exclusief btw tonen zodat zij bestellen met de voor hun bepaalde btw waarde,30
als gebruiker wil ik mijn snelbestellijst dupliceren zodat ik hem kan gebruiken bij een andere ontvanger,50
als gebruiker wil ik zien welke velden ik gewijzigd heb de snelbestellijst zodat ik weet wat ik wijzig,30
als gebruiker wil ik een betere keuze krijgen bij het navigeren tussen weken de snelbestellijst,30
als gebruiker wil ik vanaf de bestelomgeving naar mijn omgeving browsen om mijn account te managen,10
als gebruiker wil ik genformeerd worden als ik mijn budget ga zodat ik actie kan ondernemen,50
als zorgboodschap wil ik toegang hebben tot statistieken het gebruik zodat ik het platform kan verbeteren,30
als gebruiker wil ik vanuit de homepage producten kunnen bestellen zodat ik uitgelichte producten kan bestellen,30
als gebruiker wil ik de snelbestellijst kunnen zien ik voor de geselecteerde dag al wat besteld heb zodat ik geen dubbele producten bestel,30
als gebruiker wil ik kunnen navigeren binnen het zoekbeheer gedeelte zodat ik de juiste data kan beheren,10
als gebruiker wil ik de status van een bestelling kunnen zien zodat ik weet ik actie moet ondernemen op een bestelling,20
als zorgboodschap willen wij dat merken hoger komen op een specifieke zoekterm zodat tijdens het zoeken bepaalde producten hoger de resultaten komen,80
als zorgboodschap willen wij managen dat meerdere producten hoger komen de search adhv merk zodat deze merken hoger komen de resultaten,80
als gebruiker wil ik snel kunnen zien ik een bestelling heb staan en wat daar de prijs van zodat ik hier rekening mee kan houden bij het bestellen van producten,30
als developer wil ik dat de pim producten correct worden gemporteerd zodat er een volledig aanbod aan producten bekend,30
als developer wil ik dat de verkoopkanalen opgeslagen worden zodat ik kan bepalen wat de hirarchie voor een ontvanger,20
als gebruiker wil ik weten mijn order definitief zodat ik rekening kan houden dat deze binnenkomt,50
als gebruker wil ik een product verwijderen uit mijn bestelling zodat het niet geleverd wordt,20
als gebruiker wil ik mijn bestellingsoverzicht de aantallen aan kunnen passen zodat ik het juiste aantal producten ontvang,30
als developer wil ik het concept krat verwijderen zodat het niet meer voor komt het platform,20
als gebruiker wil ik een order kunnen verwijderen zodat ik hem niet geleverd krijgt,20
als gebruiker wil ik een product toevoegen aan mijn bestelling zodat het product direct besteld,50
als gebruiker wil op mijn snelbestellijst print zien op welke dagen ik wel en welke dagen ik niet kan bestellen zodat ik niet een dag invul waarop ik niet kan bestellen,20
als vcn wil ik dat de prijzen specifiek voor de ontvanger worden getoond zodat de klant weet wat een product kost,50
als developer wil ik dat de juiste prijzen opgestuurd en opgeslagen worden voor een bestelling zodat de klant het juiste bedrag gefactureerd krijgt,30
als developer wil ik het algoritme implementeren voor het bepalen van prijzen zodat ik de juiste prijs voor een ontvanger kan bepalen,80
als developer wil ik een rapport waaruit blijkt welke aanpak voor prijzen berekeningen toereikend zodat ik de prijzen efficient kan berekenen,50
als developer wil ik dat de zbmx prijsgegevens gesynchroniseerd worden met de webshop zodat deze de webshop gebruikt kunnen worden om de juiste prijs weer te geven,30
als developer wil ik de prijzen structuur opbouwen zodat hiermee voor ontvangers prijzen berekend kunnen worden,30
als gebruiker wil ik de snelbestellijst een order kunnen plaatsen op een dag waarop ik al besteld heb zodat ik deze producten dezelfde levering kan ontvangen,30
als developer wil ik dat de zbmx beschikbaarheid gegevens gesynchroniseerd worden met de webshop,30
als developer wil ik dat de status van een request via de http status gecontroleerd wordt ipv via http response code zodat het platform consistent werkt en minder onderhoud nodig bij foutafhandeling,10
als gebruiker wil ik een specifiek productvariant toevoegen aan een snelbestellijst zodat ik de keuze heb welke variant ik toe voeg,50
als gebruiker wil ik kunnen uitloggen als ik op een foutpagina terecht kom zodat ik niet vast kom te zitten op de foutpagina,10
als gebruiker wil ik het weten als er geen ontvangers opgehaald kunnen worden zodat ik weet wat voor actie ik moet ondernemen,10
als developer wil ik dat de klantgroepgegevens uit zbmx actueel zijn met zb zodat vcn kan bijwerken welke organisatie onder welke klantgroep valt,20
als developer wil ik bepalen wat de beschikbaarheid van een product voor een besteller zodat de eindgebruiker producten te zien krijgt die vcn heeft geselecteerd,80
als developer wil ik mock data genereren voor beschikbaarheidassortiment zodat ik de beschikbaarheid functionaliteit kan testen zonder te moeten wachten op de api van zbmx,10
als developer wil ik mock data genereren voor beschikbaarheidproductitem zodat ik de beschikbaarheid functionaliteit kan testen zonder te moeten wachten op de api van zbmx,30
als developer wil ik mock data genereren voor segment zodat ik de beschikbaarheid functionaliteit kan testen zonder te moeten wachten op de api van zbmx,20
als developer wil ik mock data genereren voor productitemassortimenten zodat ik de beschikbaarheid functionaliteit kan testen zonder te moeten wachten op de api van zbmx,20
als developer wil ik dat de beschikbaarheidsgegevens uit zbmx actueel met zb zodat vcn kan bijwerken wie welke beschikbaarheid heeft,50
als developer wil ik stress tests uitvoeren op de bepaling van beschikbaarheid zodat ik kan bepalen de huidige oplossing toereikend op grote schaal,80
als developer wil ik de door vcn een later stadium ingevoerde beschikbaarheidsgegevens uit zbmx opslaan zorgboodschap zodat de meest relevante productbeschikbaarheden kunnen tonen,30
als gebruiker wil ik zien wat het hartje betekent een productframe zodat ik kan bepalen ik dit omzet een actie,10
als vcn wil ik dat de servicelevelkosten worden toegevoegd aan een bestelling zodat dit voor de rekening van de klant,50
als gebruiker wil ik een foutpagina krijgen als er een onduidelijke fout opgetreden zodat ik weet hoe ik mijn reis verder voortzet,30
als gebruiker wil ik een foutpagina krijgen als ik naar een verkeerde url ga zodat ik weet hoe ik mijn reis verder voortzet,30
als gebruiker wil ik zien dat ik ben ingelogd zodat ik weet dat ik de juiste data te zien krijg,30
als gebruiker wil ik de bestellingen en kratten ophalen voor alleen mijn ontvangers zodat ik weet welke bestellingen en kratten geplaatst zijn,20
als gebruiker wil ik de kalender ophalen voor alleen mijn ontvangers zodat ik weet wat er de kalender staat,20
als gebruiker wil ik de krat ophalen voor alleen mijn ontvangers zodat ik weet welke krat open staat,20
als gebruiker wil ik een overzicht van snelbestellijsten voor alleen mijn ontvangers waar ik voor mag bestellen zodat ik weet welke snelbestellijsten ik kan gebruiken,20
als gebruiker wil ik een overzicht van bestellingen voor alleen mijn ontvangers waar ik voor mag bestellen zodat ik weet wat er besteld,20
als gebruiker wil ik kunnen uitloggen zodat niemand anders mijn sessie kan gebruiken,30
als zorgboodschap wil ik nieuwe gebruikers een mail kunnen sturen met daarin een link zodat de gebruiker zijn account kan activeren,10
als vcn wil ik dat er een account aangemaakt wordt als er een besteller wordt aangemaakt het crm zodat de besteller toegang krijgt tot het platform,30
als gebruiker wil ik dat mijn leverdag automatisch gekozen word wanneer ik van ontvanger wissel zodat mijn leverdag niet blijft staan op een dag die niet beschikbaar,20
als ontwikkelaar wil ik weten welke onderdelen van de applicatie cruciaal zijn voor de business en welke fout afhandeling gewenst,50
als gebruiker wil ik mijn snelbestellijst per dag de beschikbaarheid van een product zien zodat ik weet wat ik nog kan bestellen,50
als de opgeslagen localstorage ontvanger niet meer bestaat dan moet hij verwijderd worden uit de localstorage en moet de gebruiker een nieuwe ontvanger kiezen,20
als gebruiker wil ik mijn bestellingen terug kunnen zien de kalender zodat ik snel een overzicht kan zien van wanneer ik mijn bestellingen kan verwachten,10
als gebruiker wil ik dat als de ontvangstdatum wijzigt dat ik de bijbehorende producten te zien krijg zodat ik de juiste product informatie te zien krijg,30
als gebruiker wil ik de snelbestellijsten van mijn ontvanger op kunnen halen zodat ik kan zien wat voor transacties nog openstaan voor de ontvanger,10
als gebruiker wil ik de notificaties van mijn ontvanger op kunnen halen zodat ik kan zien wat voor transacties nog openstaan voor de ontvanger,10
als developer wil ik weten de zbmx stamgegevens specificatie nageleefd,30
als developer wil ik weten de zmbx order specificatie nageleefd,30
productcontrol toevoegen knop pas actief maken als er een wijziging geweest,10
als developer wil ik dat al mijn modules automatisch opgezet worden met inversion control zodat het aantal koppelingen tussen modules afneemt,80
als gebruiker wil ik dat de eerst beschikbare leverdag automatisch geselecteerd wordt zodat ik altijd de juiste eerst volgende leverdag te zien krijg,20
als gebruiker wil ik van ontvanger kunnen wisselen zodat ik kan zien wat er beschikbaar en het bezorgd kan worden op het juiste afleveradres,30
hernoem accountid naar userid voor consistentie door het platform,10
ontvanger fallback moet verwijderd worden uit de api,10
als gebruiker wil ik de bestellingen en kratten van mijn ontvanger op kunnen halen zodat ik kan zien wat voor transacties nog openstaan voor de ontvanger,10
als gebruiker wil ik de homepage van mijn ontvanger op kunnen halen zodat ik kan zien wat voor deals er zijn voor de ontvanger,20
als gebruiker wil ik de calendar op kunnen halen van mijn ontvanger zodat ik kan zien wat voor evenementen er aankomen voor de ontvanger,10
als gebruiker wil ik het budget op kunnen halen van mijn ontvanger zodat ik per ontvanger het budget kan bijhouden,10
als gebruiker wil ik de krat op kunnen halen van mijn ontvanger zodat ik kan zien wat ik mijn krat heb voor de geselecteerde ontvanger,30
als developer wil ik weten de zmbx crm specificatie nageleefd,30
als gebruiker wil ik bij het wisselen van leverdag kunnen zien er voor die dag al een krat bestelling staat zodat ik een goed overzicht heb wanneer ik kan bestellen,30
calendar refactoren zodat zowel desktop als mobiel dezelfde library gebruiken,50
als gebruiker wil ik de ontvanger selecteren zodat ik aan de hand van deze ontvanger de bijbehorende data krijg,50
onderzoek naar hoe de nieuwe adder het meest logisch kunnen bouwen,10
als gebruiker wil ik zien een product een bestelartikel zodat ik weet dat ik voortijdig een bestelling moet plaatsen,50
als gebruiker wil ik zien een product leverbaar op de door mij gekozen datum zodat ik weet ik het product nog kan bestellen,50
als gebruiker wil ik een overzichtelijke manier hebben om productvarianten te selecteren en toe te voegen aan mijn krat zodat ik de productvarianten goed kan vergelijken op verpakking en prijs,30
als zorgboodschap wil ik een dieet instellen per menu zodat mensen de juiste producten krijgen,20
als gebruiker wil ik snel vanuit mijn bestelling nog iets toevoegen zodat het meegenomen wordt mijn bestelling,50
als zorgboodschap wil ik dat de informatie ontvangers beschikbaar de webshop zodat wij kunnen beheren welke persoon een bestelling kan plaatsen voor een bepaalde ontvanger,30
als zorgboodschap wil ik dat de informatie bestellers beschikbaar de webshop zodat wij kunnen beheren welke persoon een bestelling kan plaatsen voor een bepaalde ontvanger,30
als zorgboodschap wil ik een cyclus opslaan en meteen samenstellen zodat deze gebruikt kan worden,10
als zorgboodschap wil ik controleren dat er geen dubbele componenten een maaltijd zitten zodat gebruikers een gebalanceerde maaltijd krijgen,30
als zorgboodschap wil ik een component verwijderen uit een maaltijd zodat deze niet meer besteld wordt,20
als zorgboodschap wil ik een overzicht van alle menus de cyclus zodat ik voor deze cyclus maaltijden kan samenstellen,30
als zorgboodschap wil ik een menu samenstellen voor een week zodat er diversiteit de dagen,20
als zorgboodschap wil ik een component toevoegen aan een maaltijd zodat dit product besteld kan worden,50
als zorgboodschap wil ik een cyclus opslaan zodat deze gebruikt kan worden,20
als zorgboodschap wil ik een menu verwijderen zodat gebruikers het menu niet meer kunnen toevoegen,10
als zorgboodschap wil ik een menu toevoegen zodat gebruikers het menu kunnen toevoegen,20
als zorgboodschap wil ik de volgorde van menus aanpassen zodat de menus op de juiste volgorde getoond worden,80
als zorgboodschap wil ik een overzicht van alle toegevoegde menus een cyclus zodat ik snel het juiste menu kan vinden,20
als zorgboodschap wil ik een overzicht van debiteuren een cyclus zodat ik weet welke debiteuren deze maaltijden kunnen bestellen,30
als zorgboodschap wil ik meerdere debiteuren toevoegen aan een cyclus zodat meerdere debiteuren dezelfde maaltijden kunnen bestellen,30
als zorgboodschap wil ik een debiteur toevoegen aan een cyclus zodat deze debiteur maaltijden kan bestellen,30
als zorgboodschap wil ik een overzicht van deelnemers een cyclus zodat ik weet welke deelnemers deze maaltijden kunnen bestellen,30
als zorgboodschap wil ik meerdere deelnemers toevoegen aan een cyclus zodat meerdere deelnemers dezelfde maaltijden kunnen bestellen,30
als zorgboodschap wil ik een deelnemer toevoegen aan een cyclus zodat deze deelnemer maaltijden kan bestellen,30
als zorgboodschap wil ik een cyclus verwijderen zodat er niet meer besteld kan worden van deze cyclus,20
als zorgboodschap wil ik een cyclus op inactief zetten zodat ik hem vast klaar heb staan voor een volgende keer,10
als zorgboodschap wil ik een cyclus toevoegen zodat klanten de juiste maaltijden krijgen,80
als zorgboodschap wil ik een overzicht van alle lopende cycli zodat ik snel de juiste cyclus kan vinden,50
als gebruiker wil ik mijn oude orders kunnen inzien zodat ik deze oude bestellingen kan controleren,50
als besteller wil ik kunnen zoeken ontvangers voor een bestelling zodat ik snel de juiste ontvanger kan selecteren,30
als besteller wil ik kunnen aangeven wie de ontvanger van de bestelling zodat zorgboodschap weet dat de ontvanger bepaalde producten wil,30
als zorgboodschap wil ik dat de informatie organisaties beschikbaar de webshop zodat wij kunnen beheren welke persoon een bestelling kan plaatsen voor een bepaalde ontvanger,50
als zorgboodschap wil ik dat de product offsets van egalit de webshop zitten zodat de klant weet een product beschikbaar voor de gekozen leverdag,10
als besteller wil ik weten op welke dagen ik een levering kan plaatsen zodat ik op tijd mijn bestelling kan doorgeven aan zorgboodschap,80
als gebruiker wil ik weten dat mijn snelbestellijst orders nog niet bevestigd zijn zodat ik niet per ongeluk een order weggooi,30
als gebruiker wil weten mijn bestelling bestellingen succesvol geplaatst zijn zodat ik zeker weet dat zorgboodschap mijn bestelling behandeling neemt,20
als gebruiker wil ik orders kunnen plaatsen voor mijn snelbestellijst zodat zorgboodschap weet dat ik bepaalde producten wil,50
als besteller wil ik een bestelling kunnen plaatsen zodat zorgboodschap weet dat de ontvanger bepaalde producten wil,50
als developer wil ik graag weten hoeveel gebruikers de website tegelijk kunnen gebruiken zodat ik weet waar het breekpunt zit bij load,80
als gebruiker wil ik de snelbestellijst kunnen printen zodat ik deze mee kan nemen naar de afdeling,30
de budgetcoach wil ik de naam van de maand de grafiek zien wanneer ik mijn budgettypes bekijk,05
het verschil tussen een nietleverdag en een dag uit het verleden enof een dag uit een andere maand nu niet duidelijk de kalender,10
als gebruiker wil ik de status van mijn onafgeronde bestelling zien zodat ik actie kan ondernemen wanneer dat nodig,30
als gebruiker wil ik een onafgeronde bestelling zien aanpassen zodat ik de inhoud kan veranderen,80
als gebruiker wil ik wisselen tussen bestelling overzichten zodat ik een overzichtelijk beeld heb van al mijn bestellingen,10
als gebruiker wil ik een overzicht van leverdagen zodat ik weet wanneer maaltijden geleverd worden,30
als gebruiker wil ik weten dat een dag verlopen zodat ik niet voor die dag een bestelling kan plaatsen,10
als gebruiker wil ik zien welke maand ik mij nu bevind zodat ik mijn maaltijden op het juiste moment bestel,10
als gebruiker wil ik het weeknummer zien zodat ik mijn maaltijden op het juiste moment bestel,05
als gebruiker wil ik snel naar de huidige maand en week zodat ik gemakkelijk de juiste datum kan vinden de kalender,10
als gebruiker wil ik de huidige dag zien zodat ik gemakkelijke de juiste data kan vinden de kalender,05
als gebruiker wil ik een overzicht van alle dagen de maand zodat ik een totaal overzicht heb,50
als developer wil ik error logs van gebruikers inzien zodat makkelijker bugs kunnen opsporen,30
als developer wil ik de dependencies van de functionaliteit van de frontend kaart brengen zodat weten wat de impact van het veranderen van een component,50
het weekoverzicht van de snelbestellijst mag het rechterpijltje worden verborgen als je niet verder kan scrollen en het linkerpijltje als je de eerste week zit,05
als gebruiker wil ik bij het plaatsen van een bestelling alle niet beschikbare producten verwijderen zodat ik meteen door kan met bestellen,20
als gebruiker wil ik de totale prijs per dag zien mijn snelbestellijst zodat ik op de kosten kan letten,50
als zorgboodschap wil ik kunnen zien op welke dropdowns gebruikers klikken zodat ik de gebruikerservaringinteractie kan verbeteren,10
